step_idx,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9
0,-0.05527712032198906,-0.5037577748298645,-1.9435375928878784,1.0,2.7401734769227915e-05,0.00020419209613464773,-2.7417792807682417e-05,1.0,7.86452874308452e-05,1.0
1,-0.10366620868444443,-0.2741983234882355,-1.090114712715149,0.9578882455825806,-0.06227802857756615,0.2803061604499817,0.03921084105968475,0.9954217672348022,0.08716648072004318,1.0
